Time (seconds)	TX_1 (S_21 (dB))	TX_2 (S_21 (dB))	TX_3 (S_21 (dB))	TX_4 (S_21 (dB))	TX_5 (S_21 (dB))	TX_6 (S_21 (dB))	TX_7 (S_21 (dB))	TX_8 (S_21 (dB))	
3.0104	-13.3205-0.0048i	-27.7488-0.0611i	-12.0237+0.0152i	-4.1873+0.4329i	-24.7883-0.0590i	-42.3959-0.0632i	-11.9747+1.7183i	-31.2568-0.0623i
3.0125	-13.3291-0.0049i	-27.7438-0.0611i	-12.0164+0.0154i	-4.1412+0.4394i	-24.5594-0.0588i	-40.8173-0.0632i	-12.3456+1.7247i	-31.2174-0.0623i
3.0146	-13.3168-0.0047i	-27.6497-0.0611i	-12.0179+0.0153i	-4.1284+0.4413i	-24.5106-0.0588i	-39.3836-0.0631i	-12.6254+1.7292i	-31.2049-0.0623i
3.0167	-13.3347-0.0050i	-27.6131-0.0611i	-12.0242+0.0152i	-4.1098+0.4440i	-24.4609-0.0587i	-38.2641-0.0631i	-12.9049+1.7334i	-31.1086-0.0623i
3.0187	-13.3054-0.0046i	-27.4549-0.0610i	-12.0575+0.0146i	-4.1028+0.4450i	-24.2862-0.0585i	-37.2040-0.0630i	-13.2971+1.7389i	-31.0804-0.0623i
3.0208	-13.3370-0.0050i	-27.4195-0.0610i	-12.0561+0.0147i	-4.0876+0.4472i	-24.2727-0.0585i	-36.2922-0.0630i	-13.6203+1.7431i	-30.8871-0.0622i
3.0229	-13.3379-0.0050i	-27.3401-0.0609i	-12.0376+0.0150i	-4.0735+0.4493i	-24.1231-0.0583i	-35.4431-0.0629i	-13.7580+1.7448i	-31.0494-0.0623i
3.0250	-13.3555-0.0053i	-27.2524-0.0609i	-11.9422+0.0167i	-3.9921+0.4616i	-24.0977-0.0583i	-34.6826-0.0628i	-14.1001+1.7487i	-30.8077-0.0622i
3.0271	-13.3910-0.0057i	-27.2377-0.0609i	-11.9406+0.0167i	-4.0081+0.4592i	-24.0026-0.0582i	-33.9694-0.0628i	-14.1500+1.7493i	-30.9426-0.0623i
3.0292	-13.3711-0.0055i	-27.1424-0.0608i	-11.8699+0.0180i	-3.9395+0.4699i	-23.9898-0.0582i	-33.3497-0.0627i	-14.2463+1.7503i	-30.8354-0.0622i
3.0312	-13.3579-0.0053i	-27.1488-0.0608i	-11.8445+0.0185i	-3.9282+0.4717i	-23.8745-0.0581i	-32.7423-0.0626i	-14.4798+1.7528i	-30.9091-0.0622i
3.0333	-13.4531-0.0065i	-27.0634-0.0608i	-11.8511+0.0184i	-3.9270+0.4719i	-23.8701-0.0581i	-32.2534-0.0625i	-14.9056+1.7569i	-30.5943-0.0622i
3.0354	-13.4766-0.0068i	-27.1466-0.0608i	-11.8599+0.0182i	-3.9802+0.4635i	-23.8625-0.0580i	-31.7201-0.0624i	-15.0085+1.7579i	-30.7011-0.0622i
3.0375	-13.5243-0.0074i	-27.0844-0.0608i	-11.7818+0.0197i	-3.9556+0.4673i	-23.8646-0.0580i	-31.2706-0.0623i	-14.8452+1.7564i	-30.6359-0.0622i
3.0396	-13.5623-0.0079i	-27.1529-0.0608i	-11.8218+0.0189i	-4.0037+0.4598i	-23.7978-0.0580i	-30.8512-0.0622i	-14.9480+1.7573i	-30.5802-0.0622i
3.0417	-13.5294-0.0075i	-27.0885-0.0608i	-11.7696+0.0199i	-3.9919+0.4617i	-23.7879-0.0580i	-30.4822-0.0621i	-15.4914+1.7620i	-30.3909-0.0621i
3.0438	-13.5518-0.0078i	-27.1259-0.0608i	-11.8007+0.0193i	-4.0425+0.4539i	-23.7173-0.0579i	-30.1259-0.0620i	-15.3271+1.7607i	-30.3896-0.0621i
3.0458	-13.5608-0.0079i	-27.1221-0.0608i	-11.7858+0.0196i	-4.0551+0.4520i	-23.6882-0.0578i	-30.0373-0.0620i	-15.5250+1.7623i	-30.3390-0.0621i
3.0479	-13.5861-0.0082i	-27.1717-0.0608i	-11.8267+0.0188i	-4.1234+0.4420i	-23.6735-0.0578i	-29.8674-0.0620i	-15.6994+1.7637i	-30.3127-0.0621i
3.0500	-13.5704-0.0080i	-27.1323-0.0608i	-11.7887+0.0195i	-4.1425+0.4392i	-23.7821-0.0579i	-29.7729-0.0619i	-15.8569+1.7649i	-30.1697-0.0621i
3.0521	-13.5745-0.0081i	-27.2027-0.0608i	-11.8273+0.0188i	-4.1820+0.4336i	-23.7675-0.0579i	-29.6381-0.0619i	-16.3307+1.7683i	-30.1439-0.0620i
3.0542	-13.5670-0.0080i	-27.2013-0.0608i	-11.8227+0.0189i	-4.2106+0.4296i	-23.7903-0.0580i	-29.5738-0.0619i	-16.2172+1.7675i	-30.0631-0.0620i
3.0562	-13.6224-0.0087i	-27.2930-0.0609i	-11.8688+0.0180i	-4.3282+0.4137i	-23.7932-0.0580i	-29.4911-0.0618i	-15.8149+1.7646i	-30.1252-0.0620i
3.0583	-13.6083-0.0085i	-27.2516-0.0609i	-11.8528+0.0183i	-4.3386+0.4123i	-23.8615-0.0580i	-29.4099-0.0618i	-15.9210+1.7654i	-30.0546-0.0620i
3.0604	-13.6303-0.0088i	-27.2517-0.0609i	-11.9149+0.0172i	-4.4579+0.3970i	-23.7896-0.0580i	-29.3788-0.0618i	-15.3332+1.7607i	-30.1279-0.0620i
3.0625	-13.6373-0.0089i	-27.2799-0.0609i	-11.9340+0.0169i	-4.4975+0.3921i	-23.8423-0.0580i	-29.3169-0.0618i	-15.1944+1.7595i	-30.0975-0.0620i
3.0646	-13.6085-0.0085i	-27.2407-0.0609i	-11.9784+0.0161i	-4.5994+0.3799i	-23.7750-0.0579i	-29.3237-0.0618i	-14.7021+1.7550i	-30.1659-0.0620i
3.0667	-13.6051-0.0085i	-27.2494-0.0609i	-11.9695+0.0162i	-4.6316+0.3761i	-23.7897-0.0580i	-29.2659-0.0618i	-13.5411+1.7421i	-29.9561-0.0620i
3.0688	-13.6349-0.0088i	-27.4188-0.0610i	-12.0543+0.0147i	-4.7711+0.3603i	-23.8354-0.0580i	-29.2302-0.0618i	-13.0718+1.7358i	-29.9320-0.0620i
3.0708	-13.6738-0.0093i	-27.3560-0.0609i	-12.0746+0.0143i	-4.8381+0.3530i	-23.8566-0.0580i	-29.2226-0.0618i	-10.0008+1.6735i	-29.9070-0.0620i
3.0729	-13.6614-0.0092i	-27.3801-0.0609i	-12.1654+0.0128i	-4.9948+0.3365i	-23.6804-0.0578i	-29.3446-0.0618i	-6.9124+1.5461i	-30.1294-0.0620i
3.0750	-13.6499-0.0090i	-27.3792-0.0609i	-12.1894+0.0123i	-5.0222+0.3338i	-23.7204-0.0579i	-29.3148-0.0618i	-3.6592+1.2161i	-30.2140-0.0621i
3.0771	-13.6391-0.0089i	-27.3921-0.0610i	-12.2417+0.0115i	-5.1679+0.3194i	-23.7176-0.0579i	-29.4241-0.0618i	-3.6658+1.2173i	-30.4821-0.0621i
3.0792	-13.6457-0.0090i	-27.3785-0.0609i	-12.2900+0.0106i	-5.2117+0.3152i	-23.7361-0.0579i	-29.4484-0.0618i	-6.7826+0.1961i	-30.6582-0.0622i
3.0812	-13.6637-0.0092i	-27.4277-0.0610i	-12.4001+0.0088i	-5.3546+0.3019i	-23.6688-0.0578i	-29.5484-0.0619i	-3.8612+0.4826i	-30.4918-0.0621i
3.0833	-13.6293-0.0088i	-27.4190-0.0610i	-12.3964+0.0089i	-5.3583+0.3016i	-23.7189-0.0579i	-29.6066-0.0619i	-3.0915+1.0770i	-30.6562-0.0622i
3.0854	-13.6543-0.0091i	-27.4964-0.0610i	-12.1750+0.0126i	-4.8122+0.3558i	-23.6893-0.0578i	-29.7345-0.0619i	-9.0852+1.6448i	-30.6893-0.0622i
3.0875	-13.6535-0.0091i	-27.4935-0.0610i	-12.1233+0.0135i	-4.6849+0.3700i	-23.7339-0.0579i	-29.8097-0.0619i	-9.6094+1.6620i	-30.6412-0.0622i
3.0896	-13.6640-0.0092i	-27.4643-0.0610i	-12.1180+0.0136i	-4.6078+0.3789i	-23.7246-0.0579i	-29.9569-0.0620i	-12.9078+1.7335i	-30.8270-0.0622i
3.0917	-13.5994-0.0084i	-27.4456-0.0610i	-12.0410+0.0149i	-4.4346+0.4000i	-23.7553-0.0579i	-30.0573-0.0620i	-13.6460+1.7434i	-31.2601-0.0623i
3.0938	-13.5801-0.0081i	-27.5350-0.0610i	-12.1030+0.0138i	-4.5882+0.3812i	-23.7225-0.0579i	-30.2247-0.0621i	-15.4831+1.7620i	-31.4619-0.0624i
3.0958	-13.6508-0.0090i	-27.5405-0.0610i	-12.1198+0.0135i	-4.4817+0.3941i	-23.8004-0.0580i	-30.3907-0.0621i	-17.9833+1.7775i	-31.0919-0.0623i
3.0979	-13.6079-0.0085i	-27.5195-0.0610i	-12.1228+0.0135i	-4.4744+0.3950i	-23.8008-0.0580i	-30.5862-0.0622i	-18.8070+1.7810i	-31.5288-0.0624i
3.1000	-13.6409-0.0089i	-27.5409-0.0610i	-12.0920+0.0140i	-4.3813+0.4068i	-23.9231-0.0581i	-30.7546-0.0622i	-18.6677+1.7805i	-31.9485-0.0625i
3.1021	-13.6372-0.0089i	-27.5509-0.0610i	-12.0836+0.0142i	-4.3458+0.4114i	-23.8853-0.0581i	-30.9924-0.0623i	-20.3801+1.7861i	-32.1431-0.0625i
3.1042	-13.6401-0.0089i	-27.5404-0.0610i	-11.9954+0.0157i	-4.2961+0.4180i	-23.8659-0.0580i	-31.2036-0.0623i	-21.8088+1.7893i	-31.8623-0.0624i
3.1063	-13.6148-0.0086i	-27.5306-0.0610i	-11.9935+0.0158i	-4.2638+0.4223i	-23.8557-0.0580i	-31.5034-0.0624i	-22.3279+1.7903i	-32.2743-0.0625i
3.1083	-13.6011-0.0084i	-27.5761-0.0610i	-11.9453+0.0167i	-4.1077+0.4443i	-23.7870-0.0580i	-31.7378-0.0624i	-23.1240+1.7915i	-32.2780-0.0625i
3.1104	-13.5834-0.0082i	-27.5407-0.0610i	-11.9344+0.0168i	-4.1066+0.4444i	-23.7965-0.0580i	-32.0828-0.0625i	-24.1863+1.7928i	-32.5584-0.0626i
3.1125	-13.5630-0.0079i	-27.5175-0.0610i	-11.8760+0.0179i	-3.9829+0.4631i	-23.8373-0.0580i	-32.3552-0.0625i	-24.6175+1.7933i	-32.7140-0.0626i
3.1146	-13.5442-0.0077i	-27.4968-0.0610i	-11.8880+0.0177i	-3.9859+0.4626i	-23.7518-0.0579i	-32.8022-0.0626i	-25.2201+1.7939i	-33.0081-0.0626i
3.1167	-13.5402-0.0076i	-27.4930-0.0610i	-11.8623+0.0182i	-3.8996+0.4763i	-23.7462-0.0579i	-33.1344-0.0627i	-25.8002+1.7944i	-32.8300-0.0626i
3.1187	-13.5533-0.0078i	-27.4830-0.0610i	-11.8727+0.0180i	-3.9212+0.4728i	-23.7199-0.0579i	-33.6188-0.0627i	-26.1276+1.7946i	-33.2254-0.0627i
3.1208	-13.5379-0.0076i	-27.4611-0.0610i	-11.8252+0.0189i	-3.8487+0.4847i	-23.7803-0.0579i	-33.9983-0.0628i	-26.5000+1.7949i	-33.2038-0.0627i
3.1229	-13.5233-0.0074i	-27.4062-0.0610i	-11.8604+0.0182i	-3.8694+0.4813i	-23.7509-0.0579i	-34.5711-0.0628i	-26.8135+1.7951i	-33.4458-0.0627i
3.1250	-13.5415-0.0077i	-27.4053-0.0610i	-11.8468+0.0185i	-3.8196+0.4896i	-23.7418-0.0579i	-35.0401-0.0629i	-27.3180+1.7953i	-33.3071-0.0627i
3.1271	-13.4783-0.0069i	-27.3939-0.0610i	-11.8559+0.0183i	-3.8250+0.4887i	-23.7358-0.0579i	-35.6285-0.0629i	-27.7724+1.7956i	-33.5718-0.0627i
3.1292	-13.4674-0.0067i	-27.4174-0.0610i	-11.8269+0.0188i	-3.7939+0.4940i	-23.7099-0.0579i	-36.1674-0.0630i	-28.0561+1.7957i	-33.4761-0.0627i
3.1313	-13.5132-0.0073i	-27.4585-0.0610i	-11.9026+0.0174i	-3.8579+0.4832i	-23.7674-0.0579i	-36.9203-0.0630i	-28.5730+1.7959i	-33.5749-0.0627i
3.1333	-13.5034-0.0072i	-27.4354-0.0610i	-11.8001+0.0193i	-3.8329+0.4874i	-23.7621-0.0579i	-36.1896-0.0630i	-28.6246+1.7960i	-33.6566-0.0627i
3.1354	-13.5327-0.0075i	-27.4901-0.0610i	-11.8814+0.0178i	-3.9003+0.4762i	-23.7925-0.0580i	-36.5587-0.0630i	-28.9333+1.7961i	-33.7294-0.0627i
3.1375	-13.5136-0.0073i	-27.5135-0.0610i	-11.8431+0.0185i	-3.8813+0.4793i	-23.7846-0.0579i	-36.8732-0.0630i	-29.2513+1.7962i	-33.6609-0.0627i
3.1396	-13.5865-0.0082i	-27.5472-0.0610i	-11.9002+0.0175i	-4.0299+0.4558i	-23.9220-0.0581i	-37.4825-0.0630i	-29.1935+1.7962i	-33.9168-0.0628i
3.1417	-13.5522-0.0078i	-27.5632-0.0610i	-11.8980+0.0175i	-4.0114+0.4587i	-23.9108-0.0581i	-37.8151-0.0631i	-29.4397+1.7963i	-33.6812-0.0627i
3.1437	-13.5589-0.0079i	-27.5936-0.0611i	-11.9626+0.0163i	-4.0666+0.4503i	-23.9012-0.0581i	-38.5126-0.0631i	-30.0773+1.7965i	-33.6229-0.0627i
3.1458	-13.5587-0.0079i	-27.6195-0.0611i	-11.9675+0.0162i	-4.0983+0.4456i	-23.9476-0.0581i	-38.1815-0.0631i	-30.1071+1.7965i	-32.6083-0.0626i
3.1479	-13.6091-0.0085i	-27.6732-0.0611i	-12.0400+0.0150i	-4.2316+0.4267i	-24.0037-0.0582i	-38.1092-0.0631i	-30.2832+1.7965i	-34.3273-0.0628i
3.1500	-13.5987-0.0084i	-27.7099-0.0611i	-12.0411+0.0149i	-4.2707+0.4214i	-24.0952-0.0583i	-37.8477-0.0631i	-30.4877+1.7966i	-33.6903-0.0627i
3.1521	-13.6376-0.0089i	-27.8008-0.0612i	-12.1011+0.0139i	-4.4142+0.4026i	-24.1875-0.0584i	-37.7743-0.0631i	-30.7477+1.7966i	-33.5251-0.0627i
3.1542	-13.5864-0.0082i	-27.8172-0.0612i	-12.1096+0.0137i	-4.4473+0.3984i	-24.2924-0.0585i	-37.5792-0.0631i	-31.0251+1.7967i	-33.0386-0.0626i
3.1562	-13.5710-0.0080i	-27.7834-0.0612i	-12.1754+0.0126i	-4.5269+0.3886i	-24.2535-0.0585i	-37.6896-0.0631i	-31.3721+1.7968i	-33.7481-0.0627i
3.1583	-13.6709-0.0093i	-27.8860-0.0612i	-12.2702+0.0110i	-4.6560+0.3733i	-24.3700-0.0586i	-37.5454-0.0631i	-31.7972+1.7969i	-32.8593-0.0626i
3.1604	-13.7812-0.0106i	-28.0180-0.0613i	-12.3668+0.0094i	-4.9574+0.3404i	-24.5551-0.0588i	-37.5411-0.0631i	-31.4386+1.7968i	-34.1094-0.0628i
3.1625	-13.8179-0.0110i	-28.0156-0.0613i	-12.3703+0.0093i	-5.0257+0.3334i	-24.6067-0.0589i	-37.4421-0.0630i	-31.7747+1.7969i	-34.1381-0.0628i
3.1646	-13.9054-0.0121i	-28.1229-0.0613i	-12.4771+0.0076i	-5.2761+0.3092i	-24.7606-0.0590i	-37.4776-0.0630i	-31.7842+1.7969i	-34.9084-0.0629i
3.1667	-13.9142-0.0122i	-28.1192-0.0613i	-12.4987+0.0072i	-5.3960+0.2982i	-24.8446-0.0591i	-37.4639-0.0630i	-31.9104+1.7969i	-34.7075-0.0628i
3.1688	-13.8927-0.0119i	-27.9705-0.0612i	-12.6442+0.0049i	-5.3986+0.2980i	-24.6522-0.0589i	-37.7207-0.0631i	-32.4599+1.7970i	-34.8665-0.0629i
3.1708	-14.0002-0.0132i	-28.2567-0.0614i	-12.7099+0.0039i	-5.6001+0.2805i	-24.7404-0.0590i	-37.6364-0.0631i	-32.6639+1.7970i	-35.3227-0.0629i
3.1729	-13.9576-0.0127i	-28.0519-0.0613i	-12.8308+0.0021i	-5.6192+0.2789i	-24.6217-0.0589i	-38.0294-0.0631i	-33.2597+1.7971i	-35.1666-0.0629i
3.1750	-13.8545-0.0115i	-27.9927-0.0613i	-12.8218+0.0022i	-5.6994+0.2723i	-24.6394-0.0589i	-38.0534-0.0631i	-33.0457+1.7971i	-35.6456-0.0629i
3.1771	-13.8901-0.0119i	-27.9582-0.0612i	-12.9526+0.0003i	-5.8175+0.2628i	-24.5549-0.0588i	-38.2439-0.0631i	-33.3083+1.7971i	-35.9306-0.0630i
3.1792	-13.9491-0.0126i	-28.0939-0.0613i	-13.0264-0.0007i	-5.9870+0.2498i	-24.4794-0.0587i	-38.4069-0.0631i	-33.4488+1.7971i	-35.7762-0.0629i
3.1812	-13.9868-0.0130i	-28.0392-0.0613i	-13.1349-0.0023i	-6.1627+0.2369i	-24.4823-0.0587i	-38.6980-0.0631i	-33.4496+1.7971i	-36.3926-0.0630i
3.1833	-13.9941-0.0131i	-27.9387-0.0612i	-13.2043-0.0032i	-6.2904+0.2279i	-24.6216-0.0589i	-39.0210-0.0631i	-33.6585+1.7972i	-36.4463-0.0630i
3.1854	-14.1030-0.0143i	-28.1238-0.0613i	-13.3167-0.0047i	-6.5873+0.2082i	-24.6554-0.0589i	-39.2878-0.0631i	-33.5295+1.7971i	-37.6118-0.0631i
3.1875	-14.1422-0.0148i	-28.0545-0.0613i	-13.4107-0.0060i	-6.7211+0.1998i	-24.7894-0.0590i	-39.5029-0.0631i	-33.8915+1.7972i	-37.5224-0.0631i
3.1896	-14.1541-0.0149i	-28.0459-0.0613i	-13.5038-0.0072i	-6.9717+0.1849i	-24.8192-0.0591i	-39.7198-0.0631i	-33.9092+1.7972i	-38.7376-0.0631i
3.1917	-14.1822-0.0152i	-28.0915-0.0613i	-13.5963-0.0083i	-7.1071+0.1772i	-24.8895-0.0591i	-39.9699-0.0631i	-34.2154+1.7972i	-38.4151-0.0631i
3.1938	-14.1702-0.0151i	-28.0368-0.0613i	-13.6868-0.0095i	-7.2932+0.1671i	-24.9368-0.0592i	-40.0847-0.0632i	-34.5402+1.7973i	-38.4614-0.0631i
3.1958	-14.2247-0.0157i	-28.0720-0.0613i	-13.7707-0.0105i	-7.4667+0.1580i	-25.0527-0.0593i	-40.3525-0.0632i	-34.8491+1.7973i	-39.1414-0.0631i
3.1979	-14.4224-0.0178i	-28.4461-0.0615i	-13.8605-0.0116i	-8.0707+0.1294i	-25.5243-0.0597i	-40.1323-0.0632i	-34.1418+1.7972i	-43.6753-0.0632i
3.2000	-14.4312-0.0179i	-28.5121-0.0615i	-13.9470-0.0126i	-8.2205+0.1229i	-25.4380-0.0596i	-40.3851-0.0632i	-34.6053+1.7973i	-43.4526-0.0632i
3.2021	-13.9971-0.0131i	-27.6607-0.0611i	-14.0441-0.0137i	-7.6101+0.1508i	-24.5901-0.0588i	-41.0425-0.0632i	-35.4275+1.7973i	-40.2160-0.0632i
3.2042	-13.6488-0.0090i	-27.4317-0.0610i	-14.0438-0.0137i	-7.3063+0.1664i	-24.4559-0.0587i	-40.7935-0.0632i	-35.9807+1.7974i	-38.8630-0.0631i
3.2062	-14.4422-0.0180i	-28.0532-0.0613i	-14.4550-0.0181i	-8.4389+0.1138i	-25.0279-0.0593i	-40.3692-0.0632i	-35.6204+1.7974i	-41.9519-0.0632i
3.2083	-14.2247-0.0157i	-28.0779-0.0613i	-14.4250-0.0178i	-8.4843+0.1120i	-25.2037-0.0594i	-39.8948-0.0631i	-37.1096+1.7975i	-41.6730-0.0632i
3.2104	-14.2114-0.0155i	-28.1392-0.0613i	-14.4613-0.0182i	-8.7115+0.1032i	-25.5276-0.0597i	-45.2818-0.0632i	-38.5269+1.7975i	-43.9869-0.0632i
3.2125	-14.3260-0.0168i	-28.3655-0.0614i	-14.5295-0.0189i	-9.0113+0.0922i	-25.8654-0.0600i	-45.1903-0.0632i	-41.0837+1.7976i	-46.2015-0.0632i
3.2146	-14.3039-0.0165i	-28.2503-0.0614i	-14.7073-0.0206i	-9.1749+0.0865i	-25.6938-0.0598i	-47.4028-0.0633i	-40.2492+1.7976i	-44.9126-0.0632i
3.2167	-14.1519-0.0149i	-28.2897-0.0614i	-14.7288-0.0208i	-9.2868+0.0828i	-26.0073-0.0601i	-49.3704-0.0633i	-41.6910+1.7976i	-48.7788-0.0633i
3.2188	-14.2657-0.0161i	-28.2237-0.0614i	-14.9373-0.0228i	-9.5327+0.0748i	-25.8521-0.0600i	-50.5893-0.0633i	-41.2462+1.7976i	-47.2341-0.0633i
3.2208	-14.3229-0.0167i	-28.3665-0.0614i	-15.0267-0.0236i	-9.8125+0.0663i	-26.1463-0.0602i	-53.9442-0.0633i	-43.7024+1.7977i	-41.0760-0.0632i
3.2229	-14.3950-0.0175i	-28.3337-0.0614i	-15.2199-0.0253i	-10.0601+0.0593i	-26.1236-0.0602i	-54.7917-0.0633i	-44.0863+1.7977i	-41.6900-0.0632i
3.2250	-14.3962-0.0175i	-28.4316-0.0614i	-15.2832-0.0259i	-10.2833+0.0532i	-26.3242-0.0603i	-60.4895-0.0633i	-40.3359+1.7976i	-43.7701-0.0632i
3.2271	-14.4008-0.0175i	-28.4472-0.0615i	-15.4028-0.0269i	-10.4957+0.0477i	-26.4224-0.0604i	-61.8334-0.0633i	-40.6057+1.7976i	-46.5622-0.0632i
3.2292	-14.3940-0.0175i	-28.4893-0.0615i	-15.4962-0.0276i	-10.7368+0.0418i	-26.3259-0.0603i	-82.9876-0.0633i	-46.5273+1.7977i	-47.8172-0.0633i
3.2313	-14.4391-0.0179i	-28.4792-0.0615i	-15.6472-0.0289i	-10.9630+0.0366i	-26.4270-0.0604i	-86.2216-0.0633i	-49.8362+1.7977i	-51.2669-0.0633i
3.2333	-14.4314-0.0179i	-28.5448-0.0615i	-15.7820-0.0299i	-11.1823+0.0317i	-26.4725-0.0604i	-63.5536-0.0633i	-53.1540+1.7977i	-53.7060-0.0633i
3.2354	-14.4809-0.0184i	-28.3120-0.0614i	-15.9266-0.0310i	-11.4136+0.0269i	-26.5564-0.0605i	-55.5934-0.0633i	-56.3678+1.7977i	-55.7043-0.0633i
3.2375	-14.4760-0.0183i	-28.3878-0.0614i	-16.0510-0.0319i	-11.6405+0.0224i	-26.6027-0.0605i	-53.7995-0.0633i	-44.6953+1.7977i	-60.8824-0.0633i
3.2396	-14.5184-0.0187i	-28.4798-0.0615i	-16.1941-0.0329i	-11.8637+0.0181i	-26.6907-0.0605i	-50.1653-0.0633i	-59.4603+1.7977i	-60.7783-0.0633i
3.2417	-14.4676-0.0182i	-28.4611-0.0615i	-16.3061-0.0337i	-12.0818+0.0142i	-26.7549-0.0606i	-49.0431-0.0633i	-49.2680+1.7977i	-64.6243-0.0633i
3.2437	-14.5324-0.0189i	-28.5544-0.0615i	-16.4344-0.0345i	-12.3525+0.0096i	-26.8969-0.0607i	-48.1907-0.0633i	-46.0179+1.7977i	-64.2097-0.0633i
3.2458	-14.4910-0.0185i	-28.5272-0.0615i	-16.5543-0.0353i	-12.5619+0.0062i	-26.9802-0.0607i	-46.9262-0.0633i	-43.0051+1.7976i	-55.3681-0.0633i
3.2479	-14.5725-0.0193i	-28.6975-0.0616i	-16.6759-0.0361i	-12.8076+0.0024i	-27.1169-0.0608i	-46.0379-0.0632i	-39.9239+1.7976i	-55.3710-0.0633i
3.2500	-14.5028-0.0186i	-28.7194-0.0616i	-16.7993-0.0368i	-13.0422-0.0010i	-27.2528-0.0609i	-45.1951-0.0632i	-37.6659+1.7975i	-48.7304-0.0633i
3.2521	-14.5126-0.0187i	-28.6904-0.0616i	-16.9110-0.0375i	-13.3021-0.0045i	-27.4336-0.0610i	-44.5550-0.0632i	-36.4074+1.7974i	-48.3822-0.0633i
3.2542	-14.4633-0.0182i	-28.7880-0.0616i	-17.0410-0.0382i	-13.5302-0.0075i	-27.5580-0.0610i	-43.8684-0.0632i	-34.8249+1.7973i	-64.0429-0.0633i
3.2563	-14.4922-0.0185i	-28.8335-0.0616i	-17.1651-0.0389i	-13.7627-0.0104i	-27.7124-0.0611i	-43.2752-0.0632i	-33.9100+1.7972i	-57.8975-0.0633i
3.2583	-14.3996-0.0175i	-28.9059-0.0616i	-17.2755-0.0396i	-13.9933-0.0131i	-27.8965-0.0612i	-42.7401-0.0632i	-32.6559+1.7970i	-78.9655-0.0633i
3.2604	-14.4594-0.0181i	-28.9478-0.0617i	-17.3925-0.0402i	-14.2254-0.0157i	-28.0763-0.0613i	-42.1802-0.0632i	-31.5422+1.7968i	-62.6570-0.0633i
3.2625	-14.4119-0.0177i	-28.9806-0.0617i	-17.5194-0.0408i	-14.4695-0.0182i	-28.1724-0.0613i	-41.7355-0.0632i	-30.5463+1.7966i	-86.8140-0.0633i
3.2646	-14.4049-0.0176i	-29.0021-0.0617i	-17.6178-0.0413i	-14.6568-0.0201i	-28.3514-0.0614i	-41.1742-0.0632i	-29.5466+1.7963i	-57.2840-0.0633i
3.2667	-14.3289-0.0168i	-29.0494-0.0617i	-17.7278-0.0419i	-14.8718-0.0222i	-28.4927-0.0615i	-40.8016-0.0632i	-28.6970+1.7960i	-63.1466-0.0633i
3.2687	-14.3528-0.0170i	-29.1176-0.0617i	-17.8124-0.0423i	-15.0857-0.0241i	-28.7095-0.0616i	-40.4394-0.0632i	-27.7795+1.7956i	-57.0962-0.0633i
3.2708	-14.2475-0.0159i	-29.1449-0.0617i	-17.9088-0.0428i	-15.2884-0.0259i	-28.9170-0.0616i	-40.0763-0.0632i	-26.8733+1.7951i	-64.7979-0.0633i
3.2729	-14.2185-0.0156i	-29.0926-0.0617i	-17.9843-0.0431i	-15.4004-0.0269i	-29.0099-0.0617i	-39.5832-0.0631i	-26.5141+1.7949i	-51.8823-0.0633i
3.2750	-14.1401-0.0147i	-29.1105-0.0617i	-18.0906-0.0436i	-15.6099-0.0286i	-29.1792-0.0617i	-39.2730-0.0631i	-25.7086+1.7943i	-64.2033-0.0633i
3.2771	-14.0916-0.0142i	-29.6374-0.0619i	-18.1487-0.0439i	-15.7366-0.0296i	-29.3433-0.0618i	-38.9515-0.0631i	-25.2024+1.7939i	-52.7462-0.0633i
3.2792	-13.8613-0.0116i	-30.0809-0.0620i	-18.1931-0.0440i	-15.8666-0.0305i	-29.5643-0.0619i	-38.6007-0.0631i	-24.7942+1.7935i	-59.8338-0.0633i
3.2812	-13.8366-0.0113i	-29.9147-0.0620i	-18.2602-0.0443i	-16.0130-0.0316i	-29.7787-0.0619i	-38.4459-0.0631i	-24.3927+1.7931i	-53.3098-0.0633i
3.2833	-13.7840-0.0106i	-30.1532-0.0620i	-18.3463-0.0447i	-16.2064-0.0330i	-30.0103-0.0620i	-38.1413-0.0631i	-23.7041+1.7923i	-59.9538-0.0633i
3.2854	-13.7337-0.0100i	-30.3310-0.0621i	-18.3626-0.0448i	-16.2765-0.0335i	-30.1948-0.0621i	-37.8115-0.0631i	-23.1635+1.7916i	-54.4931-0.0633i
3.2875	-13.6930-0.0095i	-30.5042-0.0621i	-18.4855-0.0453i	-16.4418-0.0346i	-30.3686-0.0621i	-37.5693-0.0631i	-22.5545+1.7906i	-53.5080-0.0633i
3.2896	-13.5907-0.0083i	-30.3992-0.0621i	-18.4932-0.0453i	-16.5012-0.0350i	-30.4730-0.0621i	-37.4950-0.0630i	-22.2846+1.7902i	-50.0031-0.0633i
3.2917	-13.5655-0.0080i	-30.5574-0.0622i	-18.5978-0.0458i	-16.6514-0.0359i	-30.5147-0.0621i	-37.5061-0.0630i	-22.0303+1.7897i	-51.5298-0.0633i
3.2938	-13.4745-0.0068i	-30.6023-0.0622i	-18.6008-0.0458i	-16.7111-0.0363i	-30.6336-0.0622i	-37.4519-0.0630i	-21.5079+1.7887i	-48.7714-0.0633i
